ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
03CO,closed,Kugel-Strong Airport,4950,NA,US,US-CO,Platteville,null,null,null,null,"40.211608, -104.744781"
03FA,small_airport,Lake Persimmon Airstrip,70,NA,US,US-FL,Lake Placid,null,null,03FA,03FA,"27.353099822998047, -81.40809631347656"
03FD,closed,Tharpe Airport,115,NA,US,US-FL,Bonifay,null,null,null,null,"30.8288, -85.731003"
03FL,heliport,Ranger Heliport,20,NA,US,US-FL,West Palm Beach,null,null,03FL,03FL,"26.683716, -80.186561"
03GA,small_airport,HIA Airport,238,NA,US,US-GA,Statesboro,null,null,03GA,03GA,"32.561626, -81.85509"
03GE,heliport,NGMC Lumpkin Hospital Heliport,1178,NA,US,US-GA,Dahlonega,null,null,03GE,03GE,"34.523153, -83.975058"
03I,closed,Clarks Dream Strip,680,NA,US,US-OH,Circleville,null,null,null,null,"39.644199, -83.018204"
03IA,closed,East Field,954,NA,US,US-IA,Montezuma,null,null,null,null,"41.581902, -92.461304"
03ID,small_airport,Flying Y Ranch Airport,3180,NA,US,US-ID,Council,null,null,03ID,03ID,"44.793965, -116.531543"
03II,small_airport,Davis Field Ultralightport,465,NA,US,US-IN,Mount Vernon,null,null,03II,03II,"37.9620018005, -87.7789001465"
03IL,small_airport,Wix Airport,750,NA,US,US-IL,Monee,null,null,03IL,03IL,"41.40230178833008, -87.81670379638672"
03IN,small_airport,Heinzman Airport,850,NA,US,US-IN,Arcadia,null,null,03IN,03IN,"40.18000030517578, -86.01249694824219"
03IS,heliport,OSF St Anthony's Health Center Heliport,580,NA,US,US-IL,Alton,null,null,03IS,03IS,"38.904999, -90.173401"
03KS,heliport,Valley Grain Heliport,1160,NA,US,US-KS,Highland,null,null,03KS,03KS,"39.86470031738281, -95.26409912109375"
03KY,small_airport,Flying H Farms Airport,385,NA,US,US-KY,Henderson,null,null,03KY,03KY,"37.796085, -87.53859"
03LA,heliport,Damien Heliport,25,NA,US,US-LA,Carville,null,null,03LA,03LA,"30.199600219726562, -91.12789916992188"
03LS,heliport,Fmc Nr 1 Heliport,79,NA,US,US-LA,Winnsboro,null,null,03LS,03LS,"32.159000396728516, -91.70800018310547"
03M,seaplane_base,Lakeside Lodge and Marina Seaplane Base,165,NA,US,US-ME,East Winthrop,null,null,03M,03M,"44.3209, -69.889503"
03MA,small_airport,Hadley Airport,150,NA,US,US-MA,Hadley,null,null,03MA,03MA,"42.393431, -72.551553"
03MD,heliport,Upper Chesapeake Medical Center Heliport,302,NA,US,US-MD,Bel Air,null,null,03MD,03MD,"39.518427, -76.346022"
03ME,small_airport,Maple Ridge Airport,556,NA,US,US-ME,Harrison,null,null,03ME,03ME,"44.084251, -70.626905"
03MI,heliport,Harold Miller Heliport,585,NA,US,US-MI,Bay City,null,null,03MI,03MI,"43.550899505615234, -83.86219787597656"
03MN,small_airport,Nauerth Land Ranch Airport,1435,NA,US,US-MN,Lakefield,null,null,03MN,03MN,"43.62519836425781, -95.22470092773438"
03MO,closed,Cahoochie Airport,1010,NA,US,US-MO,Urbana,null,null,null,null,"37.884499, -93.131599"
03MS,heliport,Vicksburg Medical Center Heliport,110,NA,US,US-MS,Vicksburg,null,null,03MS,03MS,"32.31880187988281, -90.8832015991211"
03MT,small_airport,Cascade Field,3580,NA,US,US-MT,Cascade,null,null,3MT7,3MT7,"47.267327, -111.71748"
03MU,small_airport,McDonnell Airport,874,NA,US,US-MO,Archie,null,null,03MU,03MU,"38.4925, -94.412498"
03N,small_airport,Utirik Airport,4,OC,MH,MH-UTI,Utirik Island,null,UTK,03N,03N,"11.222219, 169.851429"
03NC,small_airport,Pilots Ridge Airport,35,NA,US,US-NC,Carolina Beach,null,null,03NC,03NC,"34.104236, -77.905855"
03ND,small_airport,Olafson Brothers Airport,1045,NA,US,US-ND,Edinburg,null,null,03ND,03ND,"48.626399993896484, -97.8290023803711"
03NE,small_airport,Hyde Ranch Airport,2430,NA,US,US-NE,Comstock,null,null,03NE,03NE,"41.5463981628418, -99.3311996459961"
03NH,heliport,Lorden Heliport,400,NA,US,US-NH,Milford,null,null,03NH,03NH,"42.815399169921875, -71.12439727783203"
03NJ,closed,AT&T Heliport,360,NA,US,US-NJ,Berkeley Heights,null,null,null,null,"40.668713, -74.410152"
03NM,heliport,Miner's Colfax Medical Center Heliport,6600,NA,US,US-NM,Raton,null,null,03NM,03NM,"36.862377, -104.442853"
03NR,heliport,Johnston Medical Center Heliport,320,NA,US,US-NC,Clayton,null,null,03NR,03NR,"35.63027, -78.50392"
03NV,small_airport,Llama Ranch Airport,6120,NA,US,US-NV,Ruby Valley,null,null,03NV,03NV,"40.58440017700195, -115.2979965209961"
03NY,small_airport,Talmage Field,95,NA,US,US-NY,Riverhead,null,null,03NY,03NY,"40.958308, -72.717326"
03OH,small_airport,Gibbs Field,580,NA,US,US-OH,Fremont,null,null,03OH,03OH,"41.416933, -83.018339"
03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",890,NA,US,US-OH,Garfield Heights,null,null,03OI,03OI,"41.420312, -81.599552"
03OK,small_airport,Sahoma Lake Airport,890,NA,US,US-OK,Sapulpa,null,null,03OK,03OK,"36.041259, -96.161517"
03OL,small_airport,Bluebird Airport,1232,NA,US,US-OK,Alex,null,null,03OL,03OL,"35.012334, -97.702735"
03OR,small_airport,Powwatka Ridge Airport,3340,NA,US,US-OR,Troy,null,null,03OR,03OR,"45.85540008544922, -117.48400115966797"
03PA,heliport,Collegeville Heliport,197,NA,US,US-PA,Collegeville,null,null,03PA,03PA,"40.162899017333984, -75.4656982421875"
03PN,heliport,M.P. Metals Heliport,479,NA,US,US-PA,Berwick,null,null,03PN,03PN,"41.066861, -76.180806"
03PR,small_airport,Sun View Field Airport,980,NA,US,US-KS,Bonner Springs,null,null,03PR,03PR,"39.065931, -94.938417"
03PS,closed,Ziggy's Field,1050,NA,US,US-PA,Bellefonte,null,null,null,null,"40.849998, -77.905602"
03S,small_airport,Sandy River Airport,704,NA,US,US-OR,Sandy,null,null,K03S,03S,"45.401629, -122.228771"
03SC,heliport,Seacoast Medical Center Heliport,73,NA,US,US-SC,Little River,null,null,03SC,03SC,"33.8650016784668, -78.66190338134766"
03TA,closed,Gay Hill Farm Airport,505,NA,US,US-TX,Gay Hill,null,null,null,null,"30.262699, -96.500198"
03TE,small_airport,Barronena Ranch Airport,600,NA,US,US-TX,Hebbronville,null,null,03TE,03TE,"27.490812, -98.669615"
03TN,heliport,Eagles Landing Heliport,1000,NA,US,US-TN,Sevierville,null,null,03TN,03TN,"35.92250061035156, -83.57939910888672"
03TS,heliport,Shannon Medical Center Heliport,1825,NA,US,US-TX,San Angelo,null,null,03TS,03TS,"31.4658, -100.43397"
03TT,small_airport,Brazos Polo Airport,117,NA,US,US-TX,Orchard,null,null,03TT,03TT,"29.632117, -95.932481"
03TX,heliport,M D K Field Heliport,50,NA,US,US-TX,Pearland,null,null,03TX,03TX,"29.580929, -95.30508"
03UT,small_airport,AZ Minerals Corporation Airport,5315,NA,US,US-UT,Mexican Hat,null,null,03UT,03UT,"37.114384, -109.99014"
03VA,closed,Whipoorwill Springs Airport,250,NA,US,US-VA,Nokesville,null,null,null,null,"38.66460037231445, -77.57969665527344"
03WA,small_airport,Spangle Field,2440,NA,US,US-WA,Spangle,null,null,03WA,03WA,"47.408199310302734, -117.37200164794922"
03WI,closed,Zink Airport,880,NA,US,US-WI,Berlin,null,null,null,null,"44.028873, -88.883945"
03WN,small_airport,Aerostone Ranch Airport,2320,NA,US,US-WA,Goldendale,null,null,03WN,03WN,"45.875, -120.66999816894531"
03WT,heliport,Lopez Medical Clinic Heliport,38,NA,US,US-WA,Lopez Island,null,null,03WT,03WT,"48.524894, -122.912394"
03XA,heliport,Del Sol Medical Center Heliport,3881,NA,US,US-TX,El Paso,null,null,03XA,03XA,"31.7574, -106.346895"
03XS,small_airport,Creekside Airport,2100,NA,US,US-TX,Mertzon,null,null,03XS,03XS,"31.318099975585938, -100.75399780273438"
04AA,small_airport,Flying W Ranch Airport,250,NA,US,US-AK,Soldotna,null,null,04AA,04AA,"60.535833, -150.811387"
04AL,heliport,Anniston AHP (Anniston Army Depot),686,NA,US,US-AL,Anniston,null,null,04AL,04AL,"33.62639999, -85.96720123"
04AN,small_airport,North 40 Airport,943,NA,US,US-AK,Sutton,null,null,04AN,04AN,"61.737511, -148.700724"
04AR,heliport,Saline Memorial Hospital Heliport,430,NA,US,US-AR,Benton,null,null,04AR,04AR,"34.574319, -92.586047"
04AZ,closed,Chinle Airport,5515,NA,US,US-AZ,Chinle,null,null,null,null,"36.147197, -109.560771"
04CA,small_airport,Gray Butte Field,3020,NA,US,US-CA,Palmdale,null,null,04CA,04CA,"34.566631, -117.670666"
04CL,small_airport,Hunt's Sky Ranch Airport,2310,NA,US,US-CA,Julian,null,null,04CL,04CL,"33.08169937133789, -116.44100189208984"
04CT,heliport,Shingle Mill Heliport,880,NA,US,US-CT,Harwinton,null,null,04CT,04CT,"41.75510025024414, -73.05239868164062"
04F,closed,De Leon Municipal Airport,1293,NA,US,US-TX,De Leon,null,null,null,null,"32.098801, -98.525325"
04FA,small_airport,Richards Field,9,NA,US,US-FL,Homestead,null,null,04FA,04FA,"25.558700561523438, -80.51509857177734"
04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37,NA,US,US-FL,Brandon,null,null,04FD,04FD,"27.929372, -82.336981"
04FL,small_airport,Cross Creek Farms Airport,30,NA,US,US-FL,Ormond Beach,null,null,04FL,04FL,"29.240353, -81.222525"
04I,small_airport,Columbus Southwest Airport,920,NA,US,US-OH,Columbus,null,null,K04I,04I,"39.91151, -83.188577"
04IA,small_airport,Middlekoop Airport,801,NA,US,US-IA,Packwood,null,null,04IA,04IA,"41.08829879760742, -92.05460357666016"
04ID,small_airport,Lanham Field,2343,NA,US,US-ID,Emmett,null,null,04ID,04ID,"43.877015, -116.538365"
04II,closed,Turkey Run Airport,765,NA,US,US-IN,New Haven,null,null,null,null,"41.1306, -84.994102"
04IL,small_airport,Schertz Aerial Service - Hudson Airport,755,NA,US,US-IL,Hudson,null,null,04IL,04IL,"40.6375007629, -89.0070037842"
04IN,seaplane_base,Lake Gage Seaplane Base,954,NA,US,US-IN,Angola,null,null,04IN,04IN,"41.701389, -85.113056"
04IS,small_airport,Van Gorder Airport,728,NA,US,US-IL,Mansfield,null,null,04IS,04IS,"40.1786003112793, -88.56900024414062"
04KS,closed,Robinson Industries Heliport,835,NA,US,US-KS,Lawrence,null,null,null,null,"38.978901, -95.219704"
04KY,small_airport,Natchez Trace Farm Airport,710,NA,US,US-KY,Hiseville,null,null,04KY,04KY,"37.135101318359375, -85.78939819335938"
04LA,heliport,Saint James Parish Hospital Heliport,10,NA,US,US-LA,Lutcher,null,null,04LA,04LA,"30.051001, -90.703848"
04LL,closed,Brunner Airport,750,NA,US,US-IL,West Dundee,null,null,null,null,"42.136101, -88.287598"
04LS,heliport,La National Guard Heliport,52,NA,US,US-LA,Baton Rouge,null,null,04LS,04LS,"30.44610023498535, -91.10530090332031"
04MA,small_airport,Goddard Field,200,NA,US,US-MA,Haverhill,null,null,04MA,04MA,"42.810908, -71.140959"
04MD,heliport,Chesapeake City Heliport,40,NA,US,US-MD,Chesapeake City,null,null,04MD,04MD,"39.51810073852539, -75.82140350341797"
04ME,small_airport,Beech Hill Airport,625,NA,US,US-ME,Mercer,null,null,04ME,04ME,"44.66669845581055, -69.8938980102539"
04MI,small_airport,Rapids Airway Airport,880,NA,US,US-MI,Eaton Rapids,null,null,04MI,04MI,"42.53450012207031, -84.62830352783203"
04MN,small_airport,Helblad Airport,1195,NA,US,US-MN,Kelliher,null,null,04MN,04MN,"47.985801696777344, -94.68689727783203"
04MO,closed,Airpark Private Airport,767,NA,US,US-MO,Vandalia,null,null,null,null,"39.301201, -91.4515"
04MS,small_airport,Nick's Flying Service Inc Airport,100,NA,US,US-MS,Rolling Fork,null,null,04MS,04MS,"32.940537, -90.836683"
04MT,small_airport,Pluhar Airport,2715,NA,US,US-MT,Cohagen,null,null,04MT,04MT,"47.13749777779999, -106.488095"
04NC,heliport,Western Wake Medical Center Heliport,445,NA,US,US-NC,Cary,null,null,04NC,04NC,"35.739200592, -78.7822036743"
04NE,small_airport,Mc Connell Field Airport,3035,NA,US,US-NE,Sarben,null,null,04NE,04NE,"41.159999847399995, -101.299003601"
04NJ,small_airport,Emmanuel Airport,155,NA,US,US-NJ,Elmer,null,null,04NJ,04NJ,"39.596801757799994, -75.2334976196"
04NR,heliport,McGee 04 Heliport,40,NA,US,US-NC,Jacksonville,null,null,04NR,04NR,"34.775671, -77.392244"
04NV,small_airport,Kingston Ranch Airport,2620,NA,US,US-NV,Sandy Valley,null,null,04NV,04NV,"35.7555007935, -115.665000916"
04NY,small_airport,Klaverack Airport,250,NA,US,US-NY,Hudson,null,null,04NY,04NY,"42.262298584, -73.6961975098"
04OG,heliport,Teufel Heliport,185,NA,US,US-OR,Forest Grove,null,null,04OG,04OG,"45.530833, -123.085556"
04OH,closed,Bossow Airport,1080,NA,US,US-OH,Garrettsville,null,null,null,null,"41.2477, -81.100701"
04OK,heliport,Stillwater Medical Center Heliport,984,NA,US,US-OK,Stillwater,null,null,04OK,04OK,"36.1152992249, -97.079498291"
04OR,small_airport,Collins Landing Strip,1500,NA,US,US-OR,Mitchell,null,null,04OR,04OR,"44.7499008179, -120.200996399"
04PA,heliport,S & C Distribution Center Heliport,50,NA,US,US-PA,Philadelphia,null,null,04PA,04PA,"39.87929916379999, -75.2287979126"
04PN,heliport,Strawbridge & Clothier Exton Heliport,320,NA,US,US-PA,Exton,null,null,04PN,04PN,"40.0306619, -75.63021"
04SC,heliport,Emergency Helipad,994,NA,US,US-SC,Easley,null,null,04SC,04SC,"34.842188, -82.60714"
04SD,heliport,Cheyenne River Health Center Heliport,2437,NA,US,US-SD,Eagle Butte,null,null,04SD,04SD,"44.993013, -101.24311"
04TA,closed,Capitol National Bank Building Heliport,540,NA,US,US-TX,Austin,null,null,null,null,"30.270262, -97.745275"
04TE,heliport,Veterans Affairs Medical Center Heliport,49,NA,US,US-TX,Houston,null,null,04TE,04TE,"29.699687, -95.39069"
04TN,small_airport,Hensley Airpark,1430,NA,US,US-TN,Chuckey,null,null,04TN,04TN,"36.183300018299995, -82.67890167239999"
04TS,heliport,Hummingbird Heliport,690,NA,US,US-TX,Round Rock,null,null,04TS,04TS,"30.553284, -97.605358"
04TT,small_airport,4D Ranch Airport,1550,NA,US,US-TX,Utopia,null,null,04TT,04TT,"29.713072, -99.545642"
04TX,small_airport,Pocock Airport,565,NA,US,US-TX,China Spring,null,null,04TX,04TX,"31.732779, -97.369326"
04UT,small_airport,Navajo Mountain Airport,6160,NA,US,US-UT,Navajo Mountain,null,null,04UT,04UT,"37.006689, -110.794701"
04V,small_airport,Saguache Municipal Airport,7826,NA,US,US-CO,Saguache,null,null,04V,04V,"38.0990833, -106.1743889"
04VA,heliport,Russell County Medical Center Heliport,2004,NA,US,US-VA,Lebanon,null,null,04VA,04VA,"36.898246, -82.078477"
04VG,small_airport,Manquin Flight Park Ultralightport,50,NA,US,US-VA,Manquin,null,null,04VG,04VG,"37.706546, -77.201621"
04VT,small_airport,Lightning Bolt Field Airport,2156,NA,US,US-VT,Cabot,null,null,04VT,04VT,"44.4011001587, -72.26360321039999"
04W,small_airport,Field of Dreams Airport,1021,NA,US,US-MN,Hinckley,null,null,K04W,04W,"46.0228, -92.895401"
04WA,small_airport,Ox Meadows Airport,2345,NA,US,US-WA,Spokane,null,null,04WA,04WA,"47.581795, -117.437131"
04WI,small_airport,Dutch Gap Airstrip,760,NA,US,US-WI,Bristol,null,null,04WI,04WI,"42.523399353, -88.0167007446"
04WN,small_airport,Stillwater Creek Airport,1510,NA,US,US-WA,Royal City,null,null,04WN,04WN,"46.95835, -119.63864"
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,NA,US,US-WV,Morgantown,null,null,04WV,04WV,"39.6536111111, -79.9561111111"
04XA,small_airport,Pecan Field,1130,NA,US,US-TX,Jermyn,null,null,04XA,04XA,"33.283933, -98.402861"
04XS,closed,Schmidts Heliport,625,NA,US,US-TX,Mansfield,null,null,null,null,"32.5821, -97.142502"
05AK,small_airport,Wasilla Creek Airpark,620,NA,US,US-AK,Palmer,null,null,05AK,05AK,"61.66830063, -149.1880035"
05AL,heliport,Allen Stagefield Army Heliport,365,NA,US,US-AL,Fort Rucker/Wicksburg,null,null,05AL,05AL,"31.2311992645, -85.64969635010002"
05AN,small_airport,Wetons Aerodrome,795,NA,US,US-AK,Fox,null,null,05AN,05AN,"64.960472, -147.601092"
05AR,small_airport,Ozark Skies Airpark,1900,NA,US,US-AR,Kingston,null,null,05AR,05AR,"36.000633, -93.57025"
05AZ,heliport,Yuma Regional Medical Center Heliport,200,NA,US,US-AZ,Yuma,null,null,05AZ,05AZ,"32.683452, -114.634346"
05B,seaplane_base,Van Buren Seaplane Base,440,NA,US,US-ME,Van Buren,null,null,null,05B,"47.158901, -67.931999"
05CA,heliport,Lost Hills Sheriff's Station Heliport,888,NA,US,US-CA,Calabasas,null,null,05CA,05CA,"34.136516, -118.714685"
05CL,small_airport,Pope Valley Airport,618,NA,US,US-CA,Pope Valley,null,null,05CL,05CL,"38.6106987, -122.39099884"
05CO,small_airport,Rancho de Aereo Airport,4978,NA,US,US-CO,Mead,null,null,05CO,05CO,"40.214984, -104.984423"
05CT,heliport,O And G Heliport,600,NA,US,US-CT,Torrington,null,null,05CT,05CT,"41.7737007141, -73.1162033081"
05FA,small_airport,Melanie's Airport,295,NA,US,US-FL,Florala,null,null,05FA,05FA,"30.918899536132812, -86.21829986572266"
05FD,heliport,Aventura Heliport,6,NA,US,US-FL,North Miami Beach,null,null,05FD,05FD,"25.960899353027344, -80.13919830322266"
05FL,small_airport,Charlton Strip,36,NA,US,US-FL,La Belle,null,null,05FL,05FL,"26.52018, -81.41031"
05GA,small_airport,Raju Airport,625,NA,US,US-GA,Richland,null,null,05GA,05GA,"32.0713996887207, -84.71440124511719"
05IA,small_airport,Spotts Field,1155,NA,US,US-IA,Nora Springs,null,null,05IA,05IA,"43.13750076293945, -93.06829833984375"
05ID,small_airport,Running Creek Ranch Airport,2969,NA,US,US-ID,Elk City,null,null,05ID,05ID,"45.914101, -114.835999"
05II,closed,Reichhart Airport,795,NA,US,US-IN,New Haven,null,null,null,null,"41.028702, -84.9972"
05IL,small_airport,Classic Landings Airport,635,NA,US,US-IL,Bonfield,null,null,05IL,05IL,"41.156700134277344, -88.0167007446289"
05IN,small_airport,Cooper Airport,860,NA,US,US-IN,Belleville,null,null,05IN,05IN,"39.641998291015625, -86.50420379638672"
05IS,small_airport,Hardy Airport,605,NA,US,US-IL,Mount Auburn,null,null,05IS,05IS,"39.72589874267578, -89.26399993896484"
05KS,small_airport,Darbro Field,945,NA,US,US-KS,Elk City,null,null,05KS,05KS,"37.26620101928711, -95.95919799804688"
05KT,small_airport,High Point Farm Airport,880,NA,US,US-KY,Frankfort,null,null,05KT,05KT,"38.187091, -84.93011"
05KY,small_airport,Cartersville Airport,1070,NA,US,US-KY,Paint Lick,null,null,05KY,05KY,"37.53575, -84.407303"
05LA,small_airport,Greg's Flying Service Airport,76,NA,US,US-LA,Winnsboro,null,null,05LA,05LA,"32.265301, -91.6978"
05LL,heliport,Midwest Heliport,710,NA,US,US-IL,Willowbrook,null,null,05LL,05LL,"41.749228, -87.935783"
05LS,small_airport,Grass Roots Airport,83,NA,US,US-LA,Alexandria,null,null,05LS,05LS,"31.252148, -92.47569"
05M,heliport,Pauls Valley General Hospital Heliport,911,NA,US,US-OK,Pauls Valley,null,null,null,null,"34.71979, -97.214237"
05MA,heliport,Bentley Heliport,80,NA,US,US-MA,Ipswich,null,null,05MA,05MA,"42.691200256347656, -70.91230010986328"
05MD,small_airport,Breezecroft Airport,20,NA,US,US-MD,Chestertown,null,null,05MD,05MD,"39.244232, -76.198661"
05ME,small_airport,Drisko Airport,70,NA,US,US-ME,Jonesboro,null,null,05ME,05ME,"44.65700149536133, -67.55919647216797"
05MI,heliport,Beaumont Hospital Taylor Heliport,621,NA,US,US-MI,Taylor,null,null,05MI,05MI,"42.236433, -83.276421"
05MN,heliport,Northern Pines Medical Center Heliport,1446,NA,US,US-MN,Aurora,null,null,05MN,05MN,"47.5175001, -92.2302778"
05MO,closed,Portageville Community Heliport,272,NA,US,US-MO,Portageville,null,null,null,null,"36.429798, -89.680099"
05MS,heliport,VA Medical Center Jackson Heliport,359,NA,US,US-MS,Jackson,null,null,05MS,05MS,"32.32973, -90.16273"
05MT,small_airport,Jones Landing Airport,4364,NA,US,US-MT,Belgrade,null,null,05MT,05MT,"45.815368, -111.152163"
05NC,closed,Brunswick Community Hospital Heliport,63,NA,US,US-NC,Supply,null,null,null,null,"34.008099, -78.2911"
05NE,small_airport,Mc Kay Airport,2010,NA,US,US-NE,Spalding,null,null,05NE,05NE,"41.7221984863, -98.3089981079"
05NH,heliport,Stumpfield Heliport,200,NA,US,US-NH,Kensington,null,null,05NH,05NH,"42.92390060424805, -70.95140075683594"
05NJ,heliport,Paulus Hook Pier Heliport,7,NA,US,US-NJ,Jersey City,null,null,05NJ,05NJ,"40.713385, -74.03203"
05NR,small_airport,Gary Fox Airport,675,NA,US,US-NC,Mebane,null,null,05NR,05NR,"36.168415, -79.276908"
05NV,small_airport,Baker Ranches Airport,5180,NA,US,US-NV,Baker,null,null,05NV,05NV,"39.0311, -114.088219"
05NY,heliport,Oswego County At Pulaski Heliport,445,NA,US,US-NY,Pulaski,null,null,05NY,05NY,"43.551998138427734, -76.09020233154297"
05OG,heliport,Drill Field Pad Heliport,415,NA,US,US-OR,Eugene,null,null,05OG,05OG,"44.059531, -123.118951"
05OH,small_airport,Eaglecrest Field,968,NA,US,US-OH,Conesville,null,null,05OH,05OH,"40.184513, -81.920564"
05OI,small_airport,Dorlon Airpark,830,NA,US,US-OH,Columbia Station,null,null,05OI,05OI,"41.28839874267578, -81.96260070800781"
05OK,closed,Hawk Haven Airport,1075,NA,US,US-OK,Crescent,null,null,null,null,"35.8534, -97.567497"
05OR,small_airport,Peacock Ranch Airport,3500,NA,US,US-OR,Enterprise,null,null,05OR,05OR,"45.44428, -117.34722"
05PA,heliport,PECO Mob. Heliport,110,NA,US,US-PA,Philadelphia,null,null,05PA,05PA,"39.9548, -75.178201"
05PN,heliport,State Police Area Iii Heliport,485,NA,US,US-PA,Harrisburg,null,null,05PN,05PN,"40.30009841918945, -76.85800170898438"
